rank,primary_isbn13,publisher,description,price,title,author,age_group,list,date,month_on_list
10,9781565125858,Algonquin,"After his parents die in a car accident, a young veterinary student — and an elephant — save a Depression-era circus.",0.0,WATER FOR ELEPHANTS,Sara Gruen,,combined-print-and-e-book-fiction,2011-09-01,5.0
11,9780061758225,HarperCollins,A Seattle homicide detective’s search for the killer of a little girl leads him into a murky world of religious fanaticism.,0.0,UNTIL PROVEN GUILTY,J A Jance,,combined-print-and-e-book-fiction,2011-09-01,1.0
12,9780765327727,Doherty,"A return to the lives of Richard Rahl and Kahlan Amnell, in a tale of a new threat to their world.",0.0,THE OMEN MACHINE,Terry Goodkind,,combined-print-and-e-book-fiction,2011-09-01,2.0
13,A00B00547KH66,Michael Prescott,A serial killer who kidnaps women in order to hunt them down in the desert is thrown off balance upon finding that he himself is being mysteriously stalked.,0.0,STEALING FACES,Michael Prescott,,combined-print-and-e-book-fiction,2011-09-01,2.0
14,9781416586760,Simon & Schuster,The covert counterterrorism operative Scot Harvath has a plan to stop a terrorist group that wants to take down the United States.,0.0,FULL BLACK,Brad Thor,,combined-print-and-e-book-fiction,2011-09-01,1.0
15,9780553897852,Random House,"From the citadel of Dragonstone to the shores of Winterfell, factions vie for control of a divided land; Book 2 of ""A Song of Ice and Fire.""",0.0,A CLASH OF KINGS,George RR Martin,,combined-print-and-e-book-fiction,2011-09-01,4.0
16,9780062072191,HarperCollins,"To stop a network of death, an international operative must reach into his violent past.",0.0,PORTRAIT OF A SPY,Daniel Silva,,combined-print-and-e-book-fiction,2011-09-01,2.0
17,9781101535523,Dutton,A doctor who witnessed the shooting of an F.B.I. agent finds herself drawn into the criminal investigation of a ruthless modern-day Bonnie and Clyde.,0.0,THE IDEAL MAN,Julie Garwood,,combined-print-and-e-book-fiction,2011-09-01,1.0
18,9780375714368,Knopf Doubleday,"Twin brothers, conjoined and then separated, grow up amid the political turmoil of Ethiopia.",0.0,CUTTING FOR STONE,Abraham Verghese,,combined-print-and-e-book-fiction,2011-09-01,4.0
19,A00B0051PRFLQ,Darcie Chan,"Only one man knows an abused widow’s secrets, which revealed will change lives in her small Vermont town.",0.0,THE MILL RIVER RECLUSE,Darcie Chan,,combined-print-and-e-book-fiction,2011-09-01,3.0
20,9780316098328,"Little, Brown",The  world of the 5-year-old boy who narrates this novel is the 11-by-11-foot room in which his mother is being held. The basis of the movie.,0.0,ROOM,Emma Donoghue,,combined-print-and-e-book-fiction,2011-09-01,5.0
1,9781440697661,Penguin Group,A young white woman and two black maids in 1960s Mississippi.,0.0,THE HELP,Kathryn Stockett,,combined-print-and-e-book-fiction,2011-10-01,10.0
2,9781101536919,Penguin Group,"An escaped child molester pursues Lt. Eve Dallas; by Nora Roberts, writing pseudonymously.",0.0,NEW YORK TO DALLAS,J D Robb,,combined-print-and-e-book-fiction,2011-10-01,1.0
3,A00B0051PRFLQ,Darcie Chan,"Only one man knows an abused widow, which revealed will change many lives in her small Vermont town.",0.0,THE MILL RIVER RECLUSE,Darcie Chan,,combined-print-and-e-book-fiction,2011-10-01,3.0
4,9780316097550,"Little, Brown","When a young man finds a bag of diamonds, he gets the attention of the Ghost, a major assassin, and a rival assassin who wants the Ghost gone forever.",0.0,KILL ME IF YOU CAN,James Patterson and Marshall Karp,,combined-print-and-e-book-fiction,2011-10-01,1.0
5,9780385534642,Knopf Doubleday,Two young rivals at a magical circus become collaborators as they fall in love.,0.0,THE NIGHT CIRCUS,Erin Morgenstern,,combined-print-and-e-book-fiction,2011-10-01,2.0
6,9780759525788,"Little, Brown",The Los Angeles detective Harry Bosch investigates the scandalous death of a narcotics officer.,0.0,THE BLACK ICE,Michael Connelly,,combined-print-and-e-book-fiction,2011-10-01,1.0
7,A00B004M18ZRS,Chris Culver,"Against orders, a former homicide detective begins an investigation into his niece's murder.",0.0,THE ABBEY,Chris Culver,,combined-print-and-e-book-fiction,2011-10-01,2.0
8,A00B0043M6J92,Legacy,A woman finds no closure after a man is executed for the murder of her husband and son.,0.0,BLIND FAITH,CJ Lyons,,combined-print-and-e-book-fiction,2011-10-01,1.0
9,9780778312512,Mira,"Bruce Peyton’s pregnant wife has left him, and he’s not the only one in town with problems; Book 11 in the Cedar Cove series.",0.0,1105 YAKIMA STREET,Debbie Macomber,,combined-print-and-e-book-fiction,2011-10-01,1.0
10,9781599951195,Center Street,"Two troubled young rodeo performers are unable to avoid falling in love, no matter what consequences their actions might bring.",0.0,A THOUSAND TOMORROWS,Karen Kingsbury,,combined-print-and-e-book-fiction,2011-10-01,1.0
11,9781451665604,Scribner,Unsuspecting drivers wind up dead after pulling into a boarded-up rest stop on a Maine highway.,0.0,MILE 81,Stephen King,,combined-print-and-e-book-fiction,2011-10-01,1.0
12,9780399157844,Penguin Group,"Jesse Stone, the chief of police in Paradise, Mass., confronts an outbreak of murders; a continuation of the series by Parker, who died in 2010.",0.0,ROBERT B. PARKER’S KILLING THE BLUES,Michael Brandman,,combined-print-and-e-book-fiction,2011-10-01,2.0
13,9781429985215,St. Martin’s,A contemporary American journalist investigates what happened to a little girl during the roundup of Jews in Paris in 1942.,0.0,SARAH’S KEY,Tatiana de Rosnay,,combined-print-and-e-book-fiction,2011-10-01,3.0
14,9781429962230,St. Martin's,Lucky Santangelo fends off a Middle Eastern prince who wants to buy her Las Vegas hotel complex.,0.0,GODDESS OF VENGEANCE,Jackie Collins,,combined-print-and-e-book-fiction,2011-10-01,1.0
15,2940013042735,Penguin Group,"Together with a man who says he’s her baby’s father, a woman with amnesia goes in search of the child and tries to discover who wants her dead, and why.",0.0,SILENT RUN,Barbara Freethy,,combined-print-and-e-book-fiction,2011-10-01,1.0
16,9780553905656,Random House,"After a colossal battle, the Seven Kingdoms face new threats.",0.0,A DANCE WITH DRAGONS,George R R Martin,,combined-print-and-e-book-fiction,2011-10-01,1.0
17,9780399157813,Penguin Group,"It is 1909, and an intrepid aviator named Josephine Frost is competing in a $50,000 race across America. But she’ll need Detective Isaac Bell to protect her from her murderous husband.",0.0,THE RACE,Clive Cussler and Justin Scott,,combined-print-and-e-book-fiction,2011-10-01,2.0
18,9780312651619,St. Martin's,A former war correspondent works to expose a terrorist group and a plot at the highest levels of power.,0.0,ABUSE OF POWER,Michael Savage,,combined-print-and-e-book-fiction,2011-10-01,2.0
19,9780553897845,Random House,"In the frozen wastes to the north of Winterfell, sinister and supernatural forces are mustering.",0.0,A GAME OF THRONES,George RR Martin,,combined-print-and-e-book-fiction,2011-10-01,22.0
20,9780765321541,Tom Doherty,The island empire of Charis fights to survive.,0.0,HOW FIRM A FOUNDATION,David Weber,,combined-print-and-e-book-fiction,2011-10-01,2.0
1,9780446547659,Grand Central Publishing,A man and woman who have gone their separate ways return to their Southern town for the funeral of a friend.,0.0,THE BEST OF ME,Nicholas Sparks,,combined-print-and-e-book-fiction,2011-11-01,7.0
2,9781429989305,St. Martin's Press,The forensic sculptor Eve Duncan learns more about her daughter’s disappearance and the girl’s father’s possible involvement.,0.0,BONNIE,Iris Johansen,,combined-print-and-e-book-fiction,2011-11-01,1.0
3,9780316097383,"Little, Brown & Company",A widow keeps the identity of the new man she is about to marry a secret as her children gather for Christmas.,0.0,THE CHRISTMAS WEDDING,James Patterson and Richard DiLallo,,combined-print-and-e-book-fiction,2011-11-01,2.0
4,9781440697661,Penguin Group,A young white woman and two black maids in 1960s Mississippi.,0.0,THE HELP,Kathryn Stockett,,combined-print-and-e-book-fiction,2011-11-01,10.0
5,9780440339359,Delacorte,"For Jack Reacher, an elite military police officer, it all started in 1997. A lonely railroad track. A crime scene. A cover-up.",0.0,THE AFFAIR,Lee Child,,combined-print-and-e-book-fiction,2011-11-01,2.0
6,9780440334866,Random House Publishing,A woman reveals the most intimate details of her life to a man who turns out to be the C.E.O. of the company for which she works.,0.0,CAN YOU KEEP A SECRET?,Sophie Kinsella,,combined-print-and-e-book-fiction,2011-11-01,1.0
7,A00B0051PRFLQ,Darcie Chan,"Only one man knows an abused widow, which revealed will change many lives in her small Vermont town.",0.0,THE MILL RIVER RECLUSE,Darcie Chan,,combined-print-and-e-book-fiction,2011-11-01,3.0
8,9781101547656,Penguin Group,Virgil Flowers investigates bombings directed against a superstore chain seeking to open a store in a Minnesota river town.,0.0,SHOCK WAVE,John Sandford,,combined-print-and-e-book-fiction,2011-11-01,1.0
9,A00B004M18ZRS,Chris Culver,"Against orders, a former homicide detective begins an investigation into his niece's murder.",0.0,THE ABBEY,Chris Culver,,combined-print-and-e-book-fiction,2011-11-01,2.0
10,9780374203054,"Farrar, Straus & Giroux","Three Brown graduates in the early 1980s wrestle with love, religion and coming of age.",0.0,THE MARRIAGE PLOT,Jeffrey Eugenides,,combined-print-and-e-book-fiction,2011-11-01,4.0
11,9781414365367,Tyndale House,A C.I.A. operative is ordered to destroy Iran’s nuclear weapons to forestall a war with Israel.,0.0,THE TEHRAN INITIATIVE,Joel C Rosenberg,,combined-print-and-e-book-fiction,2011-11-01,1.0
12,9781455501489,Grand Central Publishing,A woman and a man accused of murder evade the authorities as they search for her dead husband’s secrets.,0.0,LETHAL,Sandra Brown,,combined-print-and-e-book-fiction,2011-11-01,1.0
13,9780982618486,Paragon Press,A former Special Forces operative searches for an enigmatic woman linked with a bio-terror plot that threatens millions.,0.0,WIRED,Douglas E Richards,,combined-print-and-e-book-fiction,2011-11-01,1.0
14,9780307957337,Knopf Doubleday Publishing,"In this Man Booker Prize-winning novel, an unexpected bequest causes a man in his 60s to question his understanding of the past.",0.0,THE SENSE OF AN ENDING,Julian Barnes,,combined-print-and-e-book-fiction,2011-11-01,1.0
15,9781416563921,Simon & Schuster,A novel set during the War of the Roses.,0.0,THE LADY OF THE RIVERS,Philippa Gregory,,combined-print-and-e-book-fiction,2011-11-01,1.0
16,9780385534642,Knopf Doubleday,"At a magical circus that whirls through major cities at the turn of the 20th century, two young rivals become collaborators as they fall in love.",0.0,THE NIGHT CIRCUS,Erin Morgenstern,,combined-print-and-e-book-fiction,2011-11-01,2.0
17,9781451617498,Simon & Schuster,The lives of four fiercely independent women intersect during the Roman siege of Masada in the first century.,0.0,THE DOVEKEEPERS,Alice Hoffman,,combined-print-and-e-book-fiction,2011-11-01,1.0
18,9780446574716,Grand Central Publishing,Detective Alex Cross’s wedding plans are put on hold when an elusive gunman begins picking off crooked Washington politicians.,0.0,CROSS FIRE,James Patterson,,combined-print-and-e-book-fiction,2011-11-01,1.0
19,9781459213791,Mira,Puppies that need good homes and an ex-husband loom large in the last installment of the Cedar Cove series.,0.0,1225 CHRISTMAS TREE LANE,Debbie Macomber,,combined-print-and-e-book-fiction,2011-11-01,2.0
20,A00B004LB5BR6,Penguin Group,A reckless photographer helps a woman delve into the mysteries of her past.,0.0,DON'T SAY A WORD,Barbara Freethy,,combined-print-and-e-book-fiction,2011-11-01,1.0
1,9780316194495,"Little, Brown & Company","Alex Cross investigates when the president’s children are kidnapped, but the F.BI. and C.I.A. stand in his way.",0.0,KILL ALEX CROSS,James Patterson,,combined-print-and-e-book-fiction,2011-12-01,2.0
2,9781101548134,Penguin Group,"Pursuing a shoplifter, Kinsey Millhone discovers that retail crime is run by organized gangs.",0.0,V IS FOR VENGEANCE,Sue Grafton,,combined-print-and-e-book-fiction,2011-12-01,1.0
3,9781451627282,Scribner,An English teacher travels back to 1958 by way of a time portal in a Maine diner. His assignment is to stop Lee Harvey Oswald.,0.0,11/22/63,Stephen King,,combined-print-and-e-book-fiction,2011-12-01,7.0
4,9780385535250,Knopf Doubleday Publishing,Partners in a small law firm take on a big case after a fast-track burnout joins them.,0.0,THE LITIGATORS,John Grisham,,combined-print-and-e-book-fiction,2011-12-01,3.0
5,9781101545928,Putnam,"In the ninth NUMA Files novel, Kurt Austin and his crew uncover a plan to blackmail major nations.",0.0,DEVIL’S GATE,Clive Cussler and Graham Brown,,combined-print-and-e-book-fiction,2011-12-01,1.0
6,9780446573030,Grand Central Publishing,A military investigator uncovers a conspiracy.,0.0,ZERO DAY,David Baldacci,,combined-print-and-e-book-fiction,2011-12-01,2.0
7,9781455502547,Grand Central Publishing,A man and woman who have gone their separate ways return to their Southern town for the funeral of a friend.,0.0,THE BEST OF ME,Nicholas Sparks,,combined-print-and-e-book-fiction,2011-12-01,4.0
8,9780425243213,Penguin Group,"A historic hotel in Boonsboro, Md., is getting a face-lift from the Montgomery brothers and their eccentric mother.",0.0,THE NEXT ALWAYS,Nora Roberts,,combined-print-and-e-book-fiction,2011-12-01,2.0
9,9781440697661,Penguin Group,A young white woman and two black maids in 1960s Mississippi.,0.0,THE HELP,Kathryn Stockett,,combined-print-and-e-book-fiction,2011-12-01,10.0
10,9780307272119,Knopf Doubleday Publishing,A hacker and a journalist investigate the disappearance of a Swedish heiress 40 years earlier.,0.0,THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson,,combined-print-and-e-book-fiction,2011-12-01,8.0
11,9781459273702,Harlequin,Former high school sweethearts fall tentatively back into each other’s orbits after more than a decade.,0.0,UNFINISHED BUSINESS,Nora Roberts,,combined-print-and-e-book-fiction,2011-12-01,3.0
12,9780316097383,"Little, Brown & Company",A widow keeps the identity of the new man she is about to marry a secret.,0.0,THE CHRISTMAS WEDDING,James Patterson and Richard DiLallo,,combined-print-and-e-book-fiction,2011-12-01,2.0
13,9780345527707,Random House Publishing,"A killer is after the bounty hunter Stephanie Plum, who faces further complications as she tries to choose a boyfriend.",0.0,SMOKIN’ SEVENTEEN,Janet Evanovich,,combined-print-and-e-book-fiction,2011-12-01,1.0
14,9780345511348,Random House Publishing,A Jedi stumbles upon a terrible secret that threatens the Republic; a “Star Wars” novel.,0.0,THE OLD REPUBLIC: REVAN,Drew Karpyshyn,,combined-print-and-e-book-fiction,2011-12-01,2.0
